Year,JulianDay,NumMon,Month,Day,Date,MeanAirTemperature,TotalRainfall(mm/d),TotalSnowfall(mm/deqv.),TotalPrecipitation(mm/d),MeanQ(m3/s),MeanQmm/day
2008,57,2,Feb,26,2008-02-26,-0.1,0,0,0,3.60,0.261378151
2008,58,2,Feb,27,2008-02-27,3.4,0,0,0,3.70,0.268638655
2008,59,2,Feb,28,2008-02-28,-0.9,0,4,4,3.80,0.27589916
2008,60,2,Feb,29,2008-02-29,2.3,0,0,0,3.55,0.257747899
2008,61,3,Mar,1,2008-03-01,2.1,0.1,0,0.1,3.47,0.251939496
2008,62,3,Mar,2,2008-03-02,-4.8,0,0,0,3.44,0.249761345
2008,63,3,Mar,3,2008-03-03,-1.2,0,0,0,3.43,0.249035294
2008,64,3,Mar,4,2008-03-04,-3.7,0,5.6,5.6,3.35,0.243226891
2008,65,3,Mar,5,2008-03-05,-4.5,0,0,0,3.28,0.238144538
2008,66,3,Mar,6,2008-03-06,1.3,0,0,0,3.30,0.239596639
2008,67,3,Mar,7,2008-03-07,3.2,0,0,0,3.41,0.247583193
2008,68,3,Mar,8,2008-03-08,1.7,0,0,0,3.46,0.251213445
2008,69,3,Mar,9,2008-03-09,3.1,0,0,0,3.46,0.251213445
2008,70,3,Mar,10,2008-03-10,5.5,0,0,0,3.60,0.261378151
2008,71,3,Mar,11,2008-03-11,5,0,0,0,3.72,0.270090756
2008,72,3,Mar,12,2008-03-12,0.9,0,0,0,3.68,0.267186555
2008,73,3,Mar,13,2008-03-13,-3.9,0,0,0,3.61,0.262104202
2008,74,3,Mar,14,2008-03-14,-3.4,0,0,0,3.56,0.25847395
2008,75,3,Mar,15,2008-03-15,-2.4,0,1.3,1.3,3.54,0.257021849
2008,76,3,Mar,16,2008-03-16,-6.3,0,0.4,0.4,3.48,0.252665546
2008,77,3,Mar,17,2008-03-17,0,0,0,0,3.48,0.252665546
2008,78,3,Mar,18,2008-03-18,-1,0,0,0,3.48,0.252665546
2008,79,3,Mar,19,2008-03-19,-2.2,0,0,0,3.34,0.24250084
2008,80,3,Mar,20,2008-03-20,-2.7,0,0.1,0.1,3.42,0.248309244
2008,81,3,Mar,21,2008-03-21,-1.8,0,0.2,0.2,3.30,0.239596639
2008,82,3,Mar,22,2008-03-22,-1,0,0,0,3.31,0.240322689
2008,83,3,Mar,23,2008-03-23,-0.1,0,0,0,3.32,0.241048739
2008,84,3,Mar,24,2008-03-24,-2.9,0,0.3,0.3,3.44,0.249761345
2008,85,3,Mar,25,2008-03-25,-4.7,0,0,0,3.28,0.238144538
2008,86,3,Mar,26,2008-03-26,-4.5,0,0,0,3.05,0.221445378
2008,87,3,Mar,27,2008-03-27,-3.3,0,0.1,0.1,3.41,0.247583193
2008,88,3,Mar,28,2008-03-28,-5.9,0,0,0,3.12,0.226527731
2008,89,3,Mar,29,2008-03-29,-5.5,0,8.5,8.5,3.00,0.217815126
2008,90,3,Mar,30,2008-03-30,-7.5,0,0.2,0.2,2.75,0.199663866
2008,91,3,Mar,31,2008-03-31,-9.4,0,1.8,1.8,2.62,0.19022521
2008,92,4,Apr,1,2008-04-01,-7.7,0,0,0,3.08,0.223623529
2008,93,4,Apr,2,2008-04-02,-4.4,0,0,0,3.06,0.222171429
2008,94,4,Apr,3,2008-04-03,0.8,0,0,0,3.29,0.238870588
2008,95,4,Apr,4,2008-04-04,0.1,2,0,2,3.28,0.238144538
2008,96,4,Apr,5,2008-04-05,0.9,3.1,0,3.1,3.51,0.254843697
2008,97,4,Apr,6,2008-04-06,0.6,0,0,0,3.41,0.247583193
2008,98,4,Apr,7,2008-04-07,1,0,0,0,3.40,0.246857143
2008,99,4,Apr,8,2008-04-08,0.5,0,0,0,3.45,0.250487395
2008,100,4,Apr,9,2008-04-09,-0.1,0,0,0,3.41,0.247583193
2008,101,4,Apr,10,2008-04-10,-0.6,0,0.5,0.5,3.78,0.274447059
2008,102,4,Apr,11,2008-04-11,1.7,0,0,0,3.55,0.257747899
2008,103,4,Apr,12,2008-04-12,7.6,0,0,0,4.08,0.296228571
2008,104,4,Apr,13,2008-04-13,11.4,0,0,0,4.98,0.361573109
2008,105,4,Apr,14,2008-04-14,3,3.5,0,3.5,5.56,0.403684034
2008,106,4,Apr,15,2008-04-15,-0.9,0,4.8,4.8,5.02,0.364477311
2008,107,4,Apr,16,2008-04-16,-0.4,0,0,0,4.49,0.325996639
2008,108,4,Apr,17,2008-04-17,5,0,0,0,4.66,0.338339496
2008,109,4,Apr,18,2008-04-18,-3.5,0,10,10,4.73,0.343421849
2008,110,4,Apr,19,2008-04-19,-11.3,0,6,6,4.30,0.312201681
2008,111,4,Apr,20,2008-04-20,-10.4,0,1.4,1.4,3.52,0.255569748
2008,112,4,Apr,21,2008-04-21,-10.3,0,1.7,1.7,3.40,0.246857143
2008,113,4,Apr,22,2008-04-22,-6.5,0,0.6,0.6,3.25,0.235966387
2008,114,4,Apr,23,2008-04-23,-5.2,0,0,0,3.30,0.239596639
2008,115,4,Apr,24,2008-04-24,-4.4,0,3.5,3.5,3.34,0.24250084
2008,116,4,Apr,25,2008-04-25,-3.3,0,3.4,3.4,3.35,0.243226891
2008,117,4,Apr,26,2008-04-26,1.4,0,0,0,3.41,0.247583193
2008,118,4,Apr,27,2008-04-27,7.2,0,0,0,3.97,0.288242017
2008,119,4,Apr,28,2008-04-28,9.9,0,0,0,6.22,0.451603361
2008,120,4,Apr,29,2008-04-29,6.9,0,0,0,7.58,0.550346218
2008,121,4,Apr,30,2008-04-30,3.6,0,0,0,7.20,0.522756303
2008,122,5,May,1,2008-05-01,2.5,0,0,0,6.69,0.485727731
2008,123,5,May,2,2008-05-02,5.3,0,0,0,6.15,0.446521008
2008,124,5,May,3,2008-05-03,6,0,0,0,6.07,0.440712605
2008,125,5,May,4,2008-05-04,8.1,0,0,0,5.99,0.434904202
2008,126,5,May,5,2008-05-05,4.8,5.4,0,5.4,6.05,0.439260504
2008,127,5,May,6,2008-05-06,5.2,6.1,0,6.1,6.45,0.468302521
2008,128,5,May,7,2008-05-07,4.3,3.4,0,3.4,7.97,0.578662185
2008,129,5,May,8,2008-05-08,0.2,36.9,0,36.9,10.50,0.762352941
2008,130,5,May,9,2008-05-09,1.2,14,0,14,10.90,0.791394958
2008,131,5,May,10,2008-05-10,2.1,0.1,0,0.1,11.00,0.798655462
2008,132,5,May,11,2008-05-11,4.7,2,0,2,12.40,0.900302521
2008,133,5,May,12,2008-05-12,4.3,1.4,0,1.4,17.70,1.285109244
2008,134,5,May,13,2008-05-13,5.4,0,0,0,17.00,1.234285714
2008,135,5,May,14,2008-05-14,8.8,0,0,0,16.40,1.190722689
2008,136,5,May,15,2008-05-15,12.7,0.1,0,0.1,19.40,1.408537815
2008,137,5,May,16,2008-05-16,13.9,0,0,0,23.30,1.691697479
2008,138,5,May,17,2008-05-17,15.2,0,0,0,23.70,1.720739496
2008,139,5,May,18,2008-05-18,15.7,0.2,0,0.2,28.30,2.054722689
2008,140,5,May,19,2008-05-19,10.3,0,0,0,36.40,2.642823529
2008,141,5,May,20,2008-05-20,13.7,0.1,0,0.1,29.30,2.127327731
2008,142,5,May,21,2008-05-21,6.4,14.8,0,14.8,32.40,2.352403361
2008,143,5,May,22,2008-05-22,4.4,20.4,0,20.4,33.90,2.461310924
2008,144,5,May,23,2008-05-23,6.2,16.5,0,16.5,38.40,2.788033613
2008,145,5,May,24,2008-05-24,6.6,58.4,0,58.4,80.90,5.873747899
2008,146,5,May,25,2008-05-25,5.8,15.9,0,15.9,183.00,13.28672269
2008,147,5,May,26,2008-05-26,4.5,8.1,0,8.1,120.00,8.712605042
2008,148,5,May,27,2008-05-27,6.8,0,0,0,85.10,6.178689076
2008,149,5,May,28,2008-05-28,8.6,0,0,0,62.90,4.566857143
2008,150,5,May,29,2008-05-29,11.4,0,0,0,53.20,3.862588235
2008,151,5,May,30,2008-05-30,10.7,0.3,0,0.3,52.70,3.826285714
2008,152,5,May,31,2008-05-31,10.8,0,0,0,49.00,3.557647059
2008,153,6,Jun,1,2008-06-01,8.9,1.9,0,1.9,47.10,3.419697479
2008,154,6,Jun,2,2008-06-02,9.6,14,0,14,51.40,3.73189916
2008,155,6,Jun,3,2008-06-03,6.7,1.8,0,1.8,55.60,4.036840336
2008,156,6,Jun,4,2008-06-04,8.9,6.8,0,6.8,52.80,3.833546218
2008,157,6,Jun,5,2008-06-05,8.8,0,0,0,50.60,3.673815126
2008,158,6,Jun,6,2008-06-06,7.4,0,0,0,46.60,3.383394958
2008,159,6,Jun,7,2008-06-07,5.1,12.9,0,12.9,45.70,3.31805042
2008,160,6,Jun,8,2008-06-08,5.8,6,0,6,46.70,3.390655462
2008,161,6,Jun,9,2008-06-09,5.3,1.5,0,1.5,46.40,3.36887395
2008,162,6,Jun,10,2008-06-10,3.3,34.6,0,34.6,54.00,3.920672269
2008,163,6,Jun,11,2008-06-11,4,50.7,0,50.7,112.00,8.131764706
2008,164,6,Jun,12,2008-06-12,7.9,0,0,0,114.00,8.27697479
2008,165,6,Jun,13,2008-06-13,10.1,0.1,0,0.1,73.30,5.32194958
2008,166,6,Jun,14,2008-06-14,6.3,2.3,0,2.3,62.10,4.508773109
2008,167,6,Jun,15,2008-06-15,6.8,0,0,0,51.20,3.717378151
2008,168,6,Jun,16,2008-06-16,9.9,0,0,0,44.00,3.194621849
2008,169,6,Jun,17,2008-06-17,11.5,0,0,0,41.00,2.976806723
2008,170,6,Jun,18,2008-06-18,10.3,0,0,0,39.00,2.831596639
2008,171,6,Jun,19,2008-06-19,9.6,0,0,0,36.70,2.664605042
2008,172,6,Jun,20,2008-06-20,11.7,0,0,0,33.00,2.395966387
2008,173,6,Jun,21,2008-06-21,14.9,0,0,0,31.80,2.308840336
2008,174,6,Jun,22,2008-06-22,13.3,0,0,0,33.60,2.439529412
2008,175,6,Jun,23,2008-06-23,11.1,0,0,0,34.40,2.497613445
2008,176,6,Jun,24,2008-06-24,11.1,0.2,0,0.2,29.50,2.141848739
2008,177,6,Jun,25,2008-06-25,11.2,0,0,0,28.70,2.083764706
2008,178,6,Jun,26,2008-06-26,11.1,0,0,0,26.30,1.909512605
2008,179,6,Jun,27,2008-06-27,10.5,0,0,0,23.90,1.735260504
2008,180,6,Jun,28,2008-06-28,14.9,0,0,0,22.70,1.648134454
2008,181,6,Jun,29,2008-06-29,20.2,0,0,0,23.00,1.669915966
2008,182,6,Jun,30,2008-06-30,19.8,5.5,0,5.5,25.40,1.844168067
2008,183,7,Jul,1,2008-07-01,14.8,1.1,0,1.1,28.20,2.047462185
2008,184,7,Jul,2,2008-07-02,14.4,1.9,0,1.9,28.20,2.047462185
2008,185,7,Jul,3,2008-07-03,17.4,0,0,0,26.10,1.894991597
2008,186,7,Jul,4,2008-07-04,18.1,0.5,0,0.5,24.10,1.749781513
2008,187,7,Jul,5,2008-07-05,14.9,0,0,0,22.80,1.655394958
2008,188,7,Jul,6,2008-07-06,14.2,17,0,17,20.40,1.481142857
2008,189,7,Jul,7,2008-07-07,11,0,0,0,18.60,1.350453782
2008,190,7,Jul,8,2008-07-08,12.4,0,0,0,17.00,1.234285714
2008,191,7,Jul,9,2008-07-09,14.6,0,0,0,15.90,1.154420168
2008,192,7,Jul,10,2008-07-10,7,15.5,0,15.5,15.90,1.154420168
2008,193,7,Jul,11,2008-07-11,7.4,6.8,0,6.8,18.30,1.328672269
2008,194,7,Jul,12,2008-07-12,11.7,0,0,0,16.40,1.190722689
2008,195,7,Jul,13,2008-07-13,13.6,0,0,0,14.40,1.045512605
2008,196,7,Jul,14,2008-07-14,10.6,0,0,0,14.00,1.016470588
2008,197,7,Jul,15,2008-07-15,11.1,4.1,0,4.1,13.60,0.987428571
2008,198,7,Jul,16,2008-07-16,10,3.6,0,3.6,13.80,1.00194958
2008,199,7,Jul,17,2008-07-17,11.9,0,0,0,13.20,0.958386555
2008,200,7,Jul,18,2008-07-18,9.5,20.2,0,20.2,13.60,0.987428571
2008,201,7,Jul,19,2008-07-19,11,0.8,0,0.8,14.70,1.067294118
2008,202,7,Jul,20,2008-07-20,14.8,0,0,0,13.90,1.009210084
2008,203,7,Jul,21,2008-07-21,17.5,0,0,0,12.60,0.914823529
2008,204,7,Jul,22,2008-07-22,12.7,4.3,0,4.3,12.00,0.871260504
2008,205,7,Jul,23,2008-07-23,11.4,9.4,0,9.4,13.20,0.958386555
2008,206,7,Jul,24,2008-07-24,12.2,2.8,0,2.8,16.70,1.212504202
2008,207,7,Jul,25,2008-07-25,13.9,0,0,0,17.10,1.241546218
2008,208,7,Jul,26,2008-07-26,15.7,0,0,0,15.20,1.103596639
2008,209,7,Jul,27,2008-07-27,14,1.9,0,1.9,15.50,1.125378151
2008,210,7,Jul,28,2008-07-28,12.9,0,0,0,14.30,1.038252101
2008,211,7,Jul,29,2008-07-29,14.1,0,0,0,13.10,0.95112605
2008,212,7,Jul,30,2008-07-30,10.9,0.2,0,0.2,12.40,0.900302521
2008,213,7,Jul,31,2008-07-31,10.8,0,0,0,11.90,0.864
2008,214,8,Aug,1,2008-08-01,11,0.8,0,0.8,11.30,0.820436975
2008,215,8,Aug,2,2008-08-02,10.1,0.6,0,0.6,11.00,0.798655462
2008,216,8,Aug,3,2008-08-03,9.2,0.7,0,0.7,11.00,0.798655462
2008,217,8,Aug,4,2008-08-04,12,0,0,0,11.00,0.798655462
2008,218,8,Aug,5,2008-08-05,12.7,0,0,0,10.80,0.784134454
2008,219,8,Aug,6,2008-08-06,15.1,0,0,0,10.50,0.762352941
2008,220,8,Aug,7,2008-08-07,18.9,0,0,0,10.20,0.740571429
2008,221,8,Aug,8,2008-08-08,18.5,0.1,0,0.1,10.10,0.733310924
2008,222,8,Aug,9,2008-08-09,17.4,1.3,0,1.3,10.40,0.755092437
2008,223,8,Aug,10,2008-08-10,12.4,0,0,0,10.00,0.72605042
2008,224,8,Aug,11,2008-08-11,10.7,0,0,0,9.71,0.704994958
2008,225,8,Aug,12,2008-08-12,12.4,0,0,0,9.43,0.684665546
2008,226,8,Aug,13,2008-08-13,13.2,0,0,0,9.18,0.666514286
2008,227,8,Aug,14,2008-08-14,16.2,0,0,0,9.04,0.65634958
2008,228,8,Aug,15,2008-08-15,18.9,0,0,0,8.77,0.636746218
2008,229,8,Aug,16,2008-08-16,19.6,0,0,0,8.57,0.62222521
2008,230,8,Aug,17,2008-08-17,20.4,1,0,1,8.47,0.614964706
2008,231,8,Aug,18,2008-08-18,21.8,0,0,0,8.42,0.611334454
2008,232,8,Aug,19,2008-08-19,17.6,0,0,0,8.33,0.6048
2008,233,8,Aug,20,2008-08-20,13.3,0.1,0,0.1,8.30,0.602621849
2008,234,8,Aug,21,2008-08-21,10.6,19.7,0,19.7,8.49,0.616416807
2008,235,8,Aug,22,2008-08-22,10.9,1.6,0,1.6,9.48,0.688295798
2008,236,8,Aug,23,2008-08-23,12.8,0,0,0,8.93,0.648363025
2008,237,8,Aug,24,2008-08-24,16.2,0,0,0,8.53,0.619321008
2008,238,8,Aug,25,2008-08-25,14.4,0,0,0,8.38,0.608430252
2008,239,8,Aug,26,2008-08-26,8.7,20.6,0,20.6,8.96,0.650541176
2008,240,8,Aug,27,2008-08-27,9.5,0,0,0,8.74,0.634568067
2008,241,8,Aug,28,2008-08-28,10.6,0.2,0,0.2,8.24,0.598265546
2008,242,8,Aug,29,2008-08-29,12.5,0.9,0,0.9,8.04,0.583744538
2008,243,8,Aug,30,2008-08-30,9.6,10.6,0,10.6,8.28,0.601169748
2008,244,8,Aug,31,2008-08-31,2.2,13.9,0,13.9,10.70,0.77687395
2008,245,9,Sep,1,2008-09-01,5.4,0,0,0,9.86,0.715885714
2008,246,9,Sep,2,2008-09-02,6.8,0,0,0,9.23,0.670144538
2008,247,9,Sep,3,2008-09-03,6.9,16.4,0,16.4,8.98,0.651993277
2008,248,9,Sep,4,2008-09-04,5.8,0,0,0,8.94,0.649089076
2008,249,9,Sep,5,2008-09-05,6.8,8,0,8,8.93,0.648363025
2008,250,9,Sep,6,2008-09-06,6.1,0,0,0,9.25,0.671596639
2008,251,9,Sep,7,2008-09-07,6.5,2.9,0,2.9,9.21,0.668692437
2008,252,9,Sep,8,2008-09-08,8.1,0,0,0,9.23,0.670144538
2008,253,9,Sep,9,2008-09-09,7.6,11.5,0,11.5,8.91,0.646910924
2008,254,9,Sep,10,2008-09-10,7.1,0,0,0,9.34,0.678131092
2008,255,9,Sep,11,2008-09-11,12.1,0,0,0,9.56,0.694104202
2008,256,9,Sep,12,2008-09-12,7.3,19.7,0,19.7,9.47,0.687569748
2008,257,9,Sep,13,2008-09-13,6.6,0,0,0,10.70,0.77687395
2008,258,9,Sep,14,2008-09-14,11.1,0,0,0,10.60,0.769613445
2008,259,9,Sep,15,2008-09-15,15.1,0,0,0,10.10,0.733310924
2008,260,9,Sep,16,2008-09-16,13.8,0,0,0,9.75,0.70789916
2008,261,9,Sep,17,2008-09-17,14.1,0,0,0,9.46,0.686843697
2008,262,9,Sep,18,2008-09-18,14.1,0,0,0,9.25,0.671596639
2008,263,9,Sep,19,2008-09-19,13.8,0,0,0,9.25,0.671596639
2008,264,9,Sep,20,2008-09-20,13.3,0,0,0,8.93,0.648363025
2008,265,9,Sep,21,2008-09-21,9.1,14.3,0,14.3,8.74,0.634568067
2008,266,9,Sep,22,2008-09-22,7.5,0.5,0,0.5,10.00,0.72605042
2008,267,9,Sep,23,2008-09-23,3.9,3.5,0,3.5,10.80,0.784134454
2008,268,9,Sep,24,2008-09-24,4.3,0,0,0,9.71,0.704994958
2008,269,9,Sep,25,2008-09-25,8.2,0,0,0,9.37,0.680309244
2008,270,9,Sep,26,2008-09-26,7.3,0,0,0,9.18,0.666514286
2008,271,9,Sep,27,2008-09-27,9.3,0,0,0,8.88,0.644732773
2008,272,9,Sep,28,2008-09-28,7.2,0,0,0,8.66,0.628759664
2008,273,9,Sep,29,2008-09-29,13.1,0,0,0,8.30,0.602621849
2008,274,9,Sep,30,2008-09-30,13.9,0,0,0,8.50,0.617142857
2008,275,10,Oct,1,2008-10-01,15.7,0,0,0,8.56,0.62149916
2008,276,10,Oct,2,2008-10-02,15.6,0,0,0,8.30,0.602621849
2008,277,10,Oct,3,2008-10-03,13.7,0,0,0,8.18,0.593909244
2008,278,10,Oct,4,2008-10-04,8.1,0,0,0,7.77,0.564141176
2008,279,10,Oct,5,2008-10-05,8.6,0.2,0,0.2,7.66,0.556154622
2008,280,10,Oct,6,2008-10-06,5.3,0,0,0,7.56,0.548894118
2008,281,10,Oct,7,2008-10-07,7.3,4,0,4,7.56,0.548894118
2008,282,10,Oct,8,2008-10-08,2.3,0.2,0,0.2,7.41,0.538003361
2008,283,10,Oct,9,2008-10-09,-1.1,0,0,0,7.17,0.520578151
2008,284,10,Oct,10,2008-10-10,-1.4,0,0,0,6.99,0.507509244
2008,285,10,Oct,11,2008-10-11,-2,0,0,0,6.92,0.502426891
2008,286,10,Oct,12,2008-10-12,-0.4,0,0.5,0.5,6.78,0.492262185
2008,287,10,Oct,13,2008-10-13,6.8,0,0,0,6.87,0.498796639
2008,288,10,Oct,14,2008-10-14,1.8,5.3,0,5.3,7.09,0.514769748
2008,289,10,Oct,15,2008-10-15,0.3,0,0,0,6.89,0.500248739
2008,290,10,Oct,16,2008-10-16,3.6,0,0,0,6.88,0.499522689
2008,291,10,Oct,17,2008-10-17,9.9,0.6,0,0.6,6.88,0.499522689
2008,292,10,Oct,18,2008-10-18,2.8,0,0,0,6.76,0.490810084
2008,293,10,Oct,19,2008-10-19,3,0,0,0,6.70,0.486453782
2008,294,10,Oct,20,2008-10-20,4.2,3,0,3,6.67,0.48427563
2008,295,10,Oct,21,2008-10-21,2.7,0,0,0,6.57,0.477015126
2008,296,10,Oct,22,2008-10-22,5.4,0.1,0,0.1,6.31,0.458137815
2008,297,10,Oct,23,2008-10-23,7.4,0.3,0,0.3,6.23,0.452329412
2008,298,10,Oct,24,2008-10-24,6.6,0,0,0,6.19,0.44942521
2008,299,10,Oct,25,2008-10-25,2.1,0.5,0,0.5,6.08,0.441438655
2008,300,10,Oct,26,2008-10-26,-3.1,0,0,0,5.93,0.430547899
2008,301,10,Oct,27,2008-10-27,6,0,0,0,5.83,0.423287395
2008,302,10,Oct,28,2008-10-28,9,0.1,0,0.1,5.89,0.427643697
2008,303,10,Oct,29,2008-10-29,11.8,0,0,0,5.86,0.425465546
2008,304,10,Oct,30,2008-10-30,2,0,0,0,5.74,0.416752941
2008,305,10,Oct,31,2008-10-31,5.8,0,0,0,5.77,0.418931092
2008,306,11,Nov,1,2008-11-01,8.8,0,0,0,5.87,0.426191597
2008,307,11,Nov,2,2008-11-02,7.6,0,0,0,5.82,0.422561345
2008,308,11,Nov,3,2008-11-03,4.6,0.2,0,0.2,5.65,0.410218487
2008,309,11,Nov,4,2008-11-04,-2.2,0,2.4,2.4,5.48,0.39787563
2008,310,11,Nov,5,2008-11-05,-0.7,0,2.3,2.3,5.60,0.406588235
2008,311,11,Nov,6,2008-11-06,-2.5,0,0,0,5.38,0.390615126
2008,312,11,Nov,7,2008-11-07,2.9,0,0,0,5.33,0.386984874
2008,313,11,Nov,8,2008-11-08,2.6,0,0,0,5.21,0.378272269
2008,314,11,Nov,9,2008-11-09,4.9,0,0,0,5.24,0.38045042
2008,315,11,Nov,10,2008-11-10,1.7,0,0,0,5.19,0.376820168
2008,316,11,Nov,11,2008-11-11,0.8,0,0,0,5.13,0.372463866
2008,317,11,Nov,12,2008-11-12,4.7,1.8,0,1.8,5.11,0.371011765
2008,318,11,Nov,13,2008-11-13,1.1,0.2,0,0.2,5.00,0.36302521
2008,319,11,Nov,14,2008-11-14,-0.2,0,0,0,4.87,0.353586555
2008,320,11,Nov,15,2008-11-15,3.6,0.7,0,0.7,4.90,0.355764706
2008,321,11,Nov,16,2008-11-16,-1.2,0,5.4,5.4,5.12,0.371737815
2008,322,11,Nov,17,2008-11-17,3.8,0,0,0,5.05,0.366655462
2008,323,11,Nov,18,2008-11-18,4.3,0.1,0,0.1,5.11,0.371011765
2008,324,11,Nov,19,2008-11-19,-4.4,0,2.9,2.9,5.15,0.373915966
2008,325,11,Nov,20,2008-11-20,-6.2,0,0,0,5.04,0.365929412
2008,326,11,Nov,21,2008-11-21,-1.8,0,0,0,5.01,0.363751261
2008,327,11,Nov,22,2008-11-22,0.1,0.9,0,0.9,5.02,0.364477311
2008,328,11,Nov,23,2008-11-23,-1.3,0,0,0,4.90,0.355764706
2008,329,11,Nov,24,2008-11-24,2.5,0,0,0,4.85,0.352134454
2008,330,11,Nov,25,2008-11-25,2.1,0,0,0,4.83,0.350682353
2008,331,11,Nov,26,2008-11-26,-0.6,0,0,0,4.83,0.350682353
2008,332,11,Nov,27,2008-11-27,-3.9,0,0,0,4.75,0.34487395
2008,333,11,Nov,28,2008-11-28,-0.8,0,0,0,4.83,0.350682353
2008,334,11,Nov,29,2008-11-29,1.9,0,0,0,4.80,0.348504202
2008,335,11,Nov,30,2008-11-30,2.4,0,0,0,4.79,0.347778151
2008,336,12,Dec,1,2008-12-01,3.7,5.6,0,5.6,4.81,0.349230252
2008,337,12,Dec,2,2008-12-02,-6.8,0,4.6,4.6,4.70,0.341243697
2008,338,12,Dec,3,2008-12-03,-11.7,0,0,0,4.60,0.333983193
2008,339,12,Dec,4,2008-12-04,-10.1,0,0,0,4.40,0.319462185
2008,340,12,Dec,5,2008-12-05,-1.5,0,0,0,4.50,0.326722689
2008,341,12,Dec,6,2008-12-06,2.7,0,0,0,4.60,0.333983193
2008,342,12,Dec,7,2008-12-07,-0.9,0,11.8,11.8,4.65,0.337613445
2008,343,12,Dec,8,2008-12-08,-6,0,1.6,1.6,4.63,0.336161345
2008,344,12,Dec,9,2008-12-09,-3.1,0,0.1,0.1,4.49,0.325996639
2008,345,12,Dec,10,2008-12-10,-0.5,0,0,0,4.45,0.323092437
2008,346,12,Dec,11,2008-12-11,-5.3,0,0,0,4.25,0.308571429
2008,347,12,Dec,12,2008-12-12,-6.3,0,11.7,11.7,3.91,0.283885714
2008,348,12,Dec,13,2008-12-13,-21.1,0,2.5,2.5,3.28,0.238144538
2008,349,12,Dec,14,2008-12-14,-29.2,0,0.3,0.3,2.22,0.161183193
2008,350,12,Dec,15,2008-12-15,-26.5,0,0.1,0.1,2.86,0.20765042
2008,351,12,Dec,16,2008-12-16,-17.9,0,0.4,0.4,3.33,0.24177479
2008,352,12,Dec,17,2008-12-17,-15.2,0,2,2,3.69,0.267912605
2008,353,12,Dec,18,2008-12-18,-23.2,0,0.5,0.5,3.52,0.255569748
2008,354,12,Dec,19,2008-12-19,-26.9,0,0.1,0.1,3.27,0.237418487
2008,355,12,Dec,20,2008-12-20,-27.2,0,0,0,3.54,0.257021849
2008,356,12,Dec,21,2008-12-21,-23.2,0,0,0,3.80,0.27589916
2008,357,12,Dec,22,2008-12-22,-20.4,0,0.3,0.3,4.00,0.290420168
2008,358,12,Dec,23,2008-12-23,-16.6,0,0,0,4.20,0.304941176
2008,359,12,Dec,24,2008-12-24,-12.4,0,0,0,4.34,0.315105882
2008,360,12,Dec,25,2008-12-25,-13.2,0,0,0,4.24,0.307845378
2008,361,12,Dec,26,2008-12-26,-13.5,0,0,0,4.15,0.301310924
2008,362,12,Dec,27,2008-12-27,-5.8,0,0,0,4.07,0.295502521
2008,363,12,Dec,28,2008-12-28,-8.1,0,6.5,6.5,4.10,0.297680672
2008,364,12,Dec,29,2008-12-29,-13.3,0,0,0,4.13,0.299858824
2008,365,12,Dec,30,2008-12-30,-14.5,0,0.1,0.1,4.05,0.29405042
2008,366,12,Dec,31,2008-12-31,-9.1,0,0,0,4.00,0.290420168
2009,1,1,Jan,1,2009-01-01,-12.7,0,0.2,0.2,4.00,0.290420168
2009,2,1,Jan,2,2009-01-02,-22.9,0,0,0,3.80,0.27589916
2009,3,1,Jan,3,2009-01-03,-20.8,0,0,0,3.58,0.25992605
2009,4,1,Jan,4,2009-01-04,-11.8,0,0,0,3.60,0.261378151
2009,5,1,Jan,5,2009-01-05,-4.5,0,0,0,3.85,0.279529412
2009,6,1,Jan,6,2009-01-06,-7.3,0,0,0,3.90,0.283159664
2009,7,1,Jan,7,2009-01-07,-8.6,0,0,0,3.92,0.284611765
2009,8,1,Jan,8,2009-01-08,-7.6,0,5.6,5.6,3.95,0.286789916
2009,9,1,Jan,9,2009-01-09,-8.7,0,0,0,3.90,0.283159664
2009,10,1,Jan,10,2009-01-10,-2.7,0,0,0,3.80,0.27589916
2009,11,1,Jan,11,2009-01-11,-1.4,0,0,0,3.82,0.277351261
2009,12,1,Jan,12,2009-01-12,-2.5,0,0,0,3.90,0.283159664
2009,13,1,Jan,13,2009-01-13,0.6,0,0,0,4.00,0.290420168
2009,14,1,Jan,14,2009-01-14,-3.6,0,0,0,4.05,0.29405042
2009,15,1,Jan,15,2009-01-15,0.5,0,0,0,4.07,0.295502521
2009,16,1,Jan,16,2009-01-16,2,0,0,0,4.05,0.29405042
2009,17,1,Jan,17,2009-01-17,-0.1,0,0,0,4.20,0.304941176
2009,18,1,Jan,18,2009-01-18,2.2,0,0,0,4.60,0.333983193
2009,19,1,Jan,19,2009-01-19,0.7,0,0,0,4.70,0.341243697
2009,20,1,Jan,20,2009-01-20,-0.5,0,0,0,4.60,0.333983193
2009,21,1,Jan,21,2009-01-21,-2.1,0,0,0,4.30,0.312201681
2009,22,1,Jan,22,2009-01-22,-11.5,0,2,2,4.05,0.29405042
2009,23,1,Jan,23,2009-01-23,-21.8,0,0,0,3.80,0.27589916
2009,24,1,Jan,24,2009-01-24,-23.9,0,0,0,3.60,0.261378151
2009,25,1,Jan,25,2009-01-25,-20.3,0,0,0,3.55,0.257747899
2009,26,1,Jan,26,2009-01-26,-15.6,0,0,0,3.55,0.257747899
